唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間,search_count
Attraction_376530000A_000010,Attraction,Zh_tw,屏東藝術館,"興建歷程
屏東藝術館自66年10月3日行政院第1548次院會指示：「籌劃文化建設，建立每一縣市文化中心，包括圖書館、博物館、音樂廳」而籌設。當時本縣文化中心分建為藝術館、中正圖書館二部份。於64年9月透過文藝基金會，由中央、省及地方以三對等經費於本縣興建綜合性藝術館乙座。於67年7月3日開工。並於69年10月27日落成啟用，為全臺最先落成之文化活動中心，也使本縣文化藝術的活動得藉本館而推展，且對提高本縣文化藝術水準助益不少。109年進行整建工程，包含劇場設備更新、後台及側台調整、無障礙設施、以及消防與建築法規檢討與更新等，以提供更完善的環境供民眾使用。
建築設施
屏東藝術館樓層數為地下一層與地上三層，總面積約一公頃，建築面積達1932坪，內部設有劇場、舞台、排練室、化妝室等，其中劇場可容納624席。藝術館除音樂演奏外，亦適合舞蹈、戲劇、電影歌劇及其他動態藝術表演，亦可作為文化講座、藝文活動等，充分發揮其多目標之用途。",(08)7227699,,屏東縣,屏東市,和平路427號,376530000A,屏東縣政府,2024/10/15 上午 06:37:37,4210000
Attraction_376580000A_000019,Attraction,Zh_tw,長和公園,108年11月長和公園改善完工，重整為明亮開闊又適合所有年齡層休憩的美麗公園，除了特地保留百年老榕樹、新設遮蔭長廊和高架樹屋等休憩點，也鋪設環繞整座公園的跑道，希望民眾能在這座「森林客廳」裡放鬆休閒、活動筋骨！長和公園，從民國81年落成後沒有大規模整修，在公園附近有新竹知名的外媽祖廟「長和宮」及許多著名小吃，也因地緣關係，是附近居民交流集會的好所在。當中的大榕樹是長和公園很重要的地方意象，許多居民從小就在樹下玩耍，因此當改造時首要思考的就是如何保留社區記憶，並加深居民對這裡的認同。於是設計團隊設立「榕樹公廣場」，並新增花架涼亭及休憩座椅，以及環園慢跑道和籃球場等運動設施，打造讓長者可以悠閒穿梭於林中、青壯年也能跑步鍛鍊體力的「全齡生活圈」。長和公園也特地為小朋友打造地景式遊具，更親近於土地、生態、自然，用草坡塑造地形，讓遊戲與地形結合。遊樂設施包含三索平衡木，吊橋、磨石子溜滑梯，並提供高架瞭望木平台，成為小朋友玩耍時的秘密基地。,(03)5216121,,新竹市,北區,,376580000A,新竹市政府,2023/4/28 下午 04:00:00,4140000
Attraction_376430000A_000414,Attraction,Zh_tw,大溪老街,玩味巴洛克建築語彙、來老商行體驗傳統木藝、古廟參拜關聖帝君、品味老字號豆干…，要認識大溪老城區文化，就從百年街屋開始。,(03)3882201,,桃園市,大溪區,和平路、中山路,376430000A,桃園市政府觀光旅遊局,2024/6/19 下午 04:27:52,4110000
Attraction_379000000A_001566,Attraction,Zh_tw,臺北藝術大學,位於關渡山頭的台北藝術大學是一個沒有圍牆的大學，擁有俯瞰關渡平原的遼闊視野，獨樹一格的校內建築，沿坡而上，校舍則採紅磚、灰牆與黑瓦屋頂，並加上裝飾的線條。而校園內也不乏綠草、蜿蜒的散步小徑，隨處可見的裝置藝術品打造出特殊的風格意象。校園裡的寶萊納餐廳、達文士餐廳，更是觀看夜景的絕佳場所。在這裡，不管是教室、美術館、音樂廳，每個角落都可以看到藝術在生活中的流動痕跡，也能不時見到點綴其中的裝置藝術，非常值得去探索。,(02)28961000,,臺北市,北投區,,379000000A,臺北市政府,2023/7/17 上午 10:17:29,4070000
Attraction_397000000A_000070,Attraction,Zh_tw,高雄展覽館,高雄展覽館座落於「亞洲新灣區」樞紐，是臺灣第一座多功能臨港會展中心；波浪造型鋼骨結構，展現海洋城市意象與磅礡氣勢！,(07)2131188,,高雄市,前鎮區,成功二路39號,397000000A,高雄市政府觀光局,2025/5/4 上午 12:01:18,4000000
Attraction_382000000A_403485,Attraction,Zh_tw,新莊體育園區,國內綜合體育場經營的典範，新莊運動好所在,(02)29981382,,新北市,新莊區,和興街66號,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:13:48,3870000
Attraction_387000000A_000954,Attraction,Zh_tw,綠光計畫,這是十二棟自來水公司的老宿舍在中興一巷與范特喜相遇的故事。綠光計畫延續范特喜的四大主題：綠色覺醒、記憶延續、創作熱愛及夢想的加乘。而這個聚落的三個主軸是藝術、人文、創意。,(04)23050519,,臺中市,西區,中興一巷19號,387000000A,臺中市政府觀光旅遊局,2023/6/16 下午 01:51:15,3870000
Attraction_379000000A_003158,Attraction,Zh_tw,士東市場,位於外籍人士聚集的天母，士東市場展現的是一種和諧、精緻的市井風情。除了販賣新鮮的蔬果、生鮮肉品之外，一樓有知名、可站著吃的握壽司店，二樓則有傳統小吃攤，以平凡的好滋味聞名。另外還有販售各式各樣米的店家，價格也較百貨公司便宜。士東市場所販賣的東西有一定的品質，內部乾淨，沒有一般傳統市場的潮濕和魚肉的味道，加上有地下停車場，在時常下雨的北部算是採買食材的好地方，而且還有人情溫度，可感受到臺北這個城市獨特的味道，更反映了在地生活的日常百態。,(02)28345308,,臺北市,士林區,,379000000A,臺北市政府,2024/9/10 下午 10:13:03,3690000
Attraction_387000000A_000561,Attraction,Zh_tw,臺中國際機場,臺中國際機場於93年3月6日自水湳機場搬遷至清泉崗機場營運，初期係以飛航國內航線為主，然為配合地方需求及觀光旅遊之蓬勃發展，本站持續調整旅客出入境通關動線及改善機場服務設施，以航程在4-6小時涵蓋範圍，適度拓展國際區域航線。,(04)26155000,,臺中市,沙鹿區,中航路一段168號,387000000A,臺中市政府觀光旅遊局,2023/9/23 下午 06:56:50,3590000
Attraction_379000000A_002274,Attraction,Zh_tw,台灣設計館,「台灣設計館」為全球華人第一座以「設計」為展覽主軸之專業博物館，於2011年正式營運。館內典藏台灣及設計發展史上重要的經典設計品，不定期推出多元化、跨領域之主題特展，展出國內外設計趨勢及重要設計獎項得獎作品。透過主題策展及不同領域的設計展演，傳遞生活美學及美感教育。(資料來源:台灣設計館官網),(02)27458199,,臺北市,信義區,,379000000A,臺北市政府,2024/3/19 下午 05:01:46,3560000
Attraction_382000000A_403022,Attraction,Zh_tw,員山公園,遊逸之丘，最受孩子們歡迎的夢幻遊樂場,(02)29603456,,新北市,中和區,員山路455巷,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:12:46,3540000
Attraction_397000000A_000072,Attraction,Zh_tw,前鎮之星,搭配隨曲線翻折的遮陽頂棚，創造出多層次美感，車道的交叉點設計成如樹幹般的造型並有一座空中花園，為前鎮塑造繽紛多彩的新地標,(07)7995678,,高雄市,前鎮區,中山三路與凱旋四路交叉口,397000000A,高雄市政府觀光局,2023/3/17 下午 06:15:04,3350000
Attraction_387000000A_000267,Attraction,Zh_tw,中友百貨,中友百貨自開幕以來，即以「快適生活的提案者」自我期許，提供廣大的消費者一購物休憩的舒適園地。透過每年一到二次的賣場改裝，更將這個理念充份實現。中友百貨帶給消費者更為精緻、豐富、知性、感性兼具的新風貌，打造了一個夢想起飛的百貨新樂園。,(04)22253456,,臺中市,北區,三民路三段161號,387000000A,臺中市政府觀光旅遊局,2023/9/26 下午 05:03:44,3330000
Attraction_382000000A_110660,Attraction,Zh_tw,烏來老街,適合散步漫遊，品嚐原民美食，選購部落手工藝品,(02)26616442,,新北市,烏來區,烏來街,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:08:47,3320000
Attraction_376430000A_001173,Attraction,Zh_tw,新南老街,雕飾精緻的巴洛克街屋華麗競演，隱喻著富貴人家的貴氣格調，隨著時代更迭，豪門廳堂成為旅人飲咖啡品生活的場景，再續老街風華。,(03)3882201,,桃園市,大溪區,興和里中山路,376430000A,桃園市政府觀光旅遊局,2024/6/19 下午 04:27:52,3290000
Attraction_376540000A_000454,Attraction,Zh_tw,臺東森林公園,緊鄰臺東市區的臺東森林公園，位於城市與大海的交會處，面積廣達280公頃，遼闊的園區擁有河口海濱溼地、廣大的草地與茂盛的森林等多樣景觀，眼界所及盡是讓人心情愉悅的翠綠，並有由湖水清澈見底的「琵琶湖」、賞鳥勝地「鷺鷥湖」、能舉辦各式水域運動賽事的「活水湖」等三大湖泊錯落於臺東森林公園內，每片水域都帶來不同的五感體驗，最適合騎著單車前來遊，享受與大自然共舞的時光。,(089)362025,,臺東縣,臺東市,華泰路300號,376540000A,臺東縣政府交通及觀光發展處,2024/11/13 上午 11:46:41,3180000
Attraction_376470000A_000136,Attraction,Zh_tw,彰化藝術館,"垃圾車庫變身為藝術館
以前供清潔隊辦公、垃圾車停放的「彰化中山堂」，整修後結合彰化縣文化局、文學步道、武德殿、縣定古蹟節孝祠成為彰化文化園區，有效提升整體環境為濃厚的文化氛圍。目前以舉辦有關藝術的展覽、講座、研習等活動為主。 
門票：免費",(04)7287243,,彰化縣,彰化市,彰化縣彰化市中山路二段542號,376470000A,彰化縣政府城市暨觀光發展處,2022/9/12 下午 03:20:45,3170000
Attraction_379000000A_003137,Attraction,Zh_tw,西門町,西門町之名來自日據時代，當時的居民大多居住於臺北城內，西門外的這塊地方就是他們的主要休憩場所。早期這裡就以電影院為最主要的商業活動，後來陸續有百貨業及其他娛樂場所的進駐。1961年中華商場完工後，西門町還一度是全國最大的商業娛樂中心。西門町有許多著名的地標及商場，像是IG打卡景點的彩虹地景、擁有100多年歷史的西門紅樓、時代性指標的萬年商業大樓、充滿美式風格的西門町美國街等；還有多樣美食聚集在此，如港式料理、台式料理、美式料理、飲料冰品、咖啡廳、酒吧等各式餐點。經過民國80年代的沉寂，西門町在捷運帶動與政府的規劃下，搖身一變成了臺北市第一條具有指標性意義的徒步區。每逢假日這兒總是人潮不斷，把騎樓與街道擠得水洩不通。無論吃的、用的、穿的、玩的，各種流行時尚、新奇有趣的商品，這裡應有盡有，可說是臺北最熱鬧的街道。不但是青少年文化與街頭表演的聚集地，也是青少年盛裝約會的地點。武昌街旁邊的美國街，則充滿了美式風格的嘻哈服飾與個性行頭、塗鴉創作，為臺北畫上了異國的妝扮。現今的西門町不但見證了歷史，還是新一代流行文化的帶領者，許多懷舊的中老年人在此回味往事，更有打扮新潮的年輕一代在這裡爭奇鬥豔，兩種完全不同的生活型態在此交流，滿足了不同需要的族群。,(02)23754205,,臺北市,萬華區,,379000000A,臺北市政府,2024/11/4 下午 05:21:50,3030000
Attraction_387000000A_000055,Attraction,Zh_tw,美術園道,美術園道兩側錯落著風格迥異的建築，園道裡約有40多間店家，除了異國風味餐廳，各種美食讓遊客們食指大動，還有國際精品、服飾、藝品畫廊等。假日還有街頭藝人獻唱，濃濃的人文與藝術氣息，散發無窮魅力。,(04)23755482,,臺中市,西區,五權西二街152號,387000000A,臺中市政府觀光旅遊局,2023/9/27 上午 09:53:49,2990000
Attraction_379000000A_003095,Attraction,Zh_tw,南門町三二三,在台北植物園荷花池畔，日治昭和初期（1930年代）興建，當時原為茶屋，原址「台北州台北市南門町六丁目三二三番地」，後來就以「南門町三二三」命名。由於年久失修逐漸荒廢，近年由知名建築師郭中端和和堀込憲二教授協助下，修復其舊有日式建築樣貌，並請日本由本長野縣的庭園家小口基實先生設計日式枯山水庭園。,(02)23039978,,臺北市,中正區,,379000000A,臺北市政府,2022/12/5 下午 03:42:18,2970000
Attraction_376490000A_000747,Attraction,Zh_tw,斗六籽公園,"灌溉夢想萌芽的快樂天堂
雲林縣以孩童為本，串連一系列親子主題場館的「籽夢想園區」以此為起點。配合環境與生態設計，以「一粒種子萌芽生長」為概念，大草坪旁的建築將門窗支柱都採用曲線設計，無論是大沙坑或遊樂設施皆受小朋友愛戴！",(05)5345951,,雲林縣,斗六市,斗六市府前街149號,376490000A,雲林縣政府,2023/7/14 下午 03:26:10,2710000
Attraction_382000000A_110941,Attraction,Zh_tw,平溪石底橋,平溪老街因屬於山坡地段，且位在三坑溪與基隆河交會點較為潮濕，加上攤商飲食容易產生地面油汙，老街常有滑倒的可能，區公所為此特別施以環保藥劑增加鋪面摩擦力，提升安全，而平溪魅力商圈也改善石底橋上彩虹鳥居的穩固性，並增設發光小天燈，打造夜間浪漫場景。在知名電影《那些年，我們一起追的女孩》中男主角跟女主角一起放天燈，且男主角大聲告白的經典畫面就是在石底橋上，這樣的浪漫情節非常適合情侶前來感受。,(02)24951510,,新北市,平溪區,(平溪街與106縣道路交接處),382000000A,新北市政府觀光旅遊局,2021/4/21 上午 05:36:51,2560000
